GLOBAL UNIQUE IDENTIFIER	LAST EDITED DATE	TAXONOMIC ORDER	CATEGORY	TAXON CONCEPT ID	COMMON NAME	SCIENTIFIC NAME	SUBSPECIES COMMON NAME	SUBSPECIES SCIENTIFIC NAME	EXOTIC CODE	OBSERVATION COUNT	BREEDING CODE	BREEDING CATEGORY	BEHAVIOR CODE	AGE/SEX	COUNTRY	COUNTRY CODE	STATE	STATE CODE	COUNTY	COUNTY CODE	IBA CODE	BCR CODE	USFWS CODE	ATLAS BLOCK	LOCALITY	LOCALITY ID	LOCALITY TYPE	LATITUDE	LONGITUDE	OBSERVATION DATE	TIME OBSERVATIONS STARTED	OBSERVER ID	SAMPLING EVENT IDENTIFIER	PROTOCOL TYPE	PROTOCOL CODE	PROJECT CODE	DURATION MINUTES	EFFORT DISTANCE KM	EFFORT AREA HA	NUMBER OBSERVERS	ALL SPECIES REPORTED	GROUP IDENTIFIER	HAS MEDIA	APPROVED	REVIEWED	REASON	TRIP COMMENTS	SPECIES COMMENTS	
URN:CornellLabOfOrnithology:EBIRD:OBS948499099	2020-07-12 21:16:38	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				2					United States	US	Maine	US-ME	York	US-ME-031					Kennebunk - Great Hill Rd	L11779656	P	43.3448785	-70.5041460	2020-06-26	17:00:00	obsr413608	S70860431	Incidental	P20	EBIRD				4	0	G5540221	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS944915249	2020-06-19 04:39:50	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				2					United States	US	Maine	US-ME	York	US-ME-031		30			Ace Hardware parking lot, Kittery	L11725427	P	43.0895221	-70.7362220	2020-06-18	11:44:00	obsr238412	S70589099	Incidental	P20	EBIRD				2	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS947820178	2020-06-25 10:43:35	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				4	F 	C1	F 		United States	US	Maine	US-ME	York	US-ME-031	US-ME_3392	30			Kennebunk Plains	L167477	H	43.4006600	-70.6255300	2020-06-25	08:26:00	obsr109779	S70807783	Traveling	P22	EBIRD_ME	137	3.823		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS935788927	2021-03-26 00:55:28.317548	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				1					United States	US	Maine	US-ME	York	US-ME-031					Mousam River Estuary	L2384171	H	43.3455763	-70.5140787	2020-06-01	05:36:00	obsr131538	S69922981	Traveling	P22	EBIRD	83	0.869		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS946358734	2021-04-01 06:56:28.788663	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				1					United States	US	Maine	US-ME	York	US-ME-031	US-ME_3437	30			Ogunquit Beach	L1797196	H	43.2626424	-70.5890272	2020-06-21	10:30:00	obsr475746	S70694787	Traveling	P22	EBIRD	180	4.828		1	1		0	1	0		Mostly around the North Beach section		
URN:CornellLabOfOrnithology:EBIRD:OBS946780900	2021-03-24 13:16:40.414099	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				1					United States	US	Maine	US-ME	York	US-ME-031		30		43070D5SE	US-ME-Kennebunk-18 Park St	L1057139	P	43.3849471	-70.5356182	2020-06-22	12:34:00	obsr215585	S70727112	Stationary	P21	EBIRD_ATL_ME	60			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS946664204	2020-06-22 17:41:34	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				1					United States	US	Maine	US-ME	York	US-ME-031		30			315 US-1, Kittery US-ME 43.11249, -70.73360	L11751950	P	43.1124930	-70.7336030	2020-06-22	17:41:00	obsr325946	S70717875	Incidental	P20	EBIRD				1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS948000449	2020-06-25 18:15:42	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				1					United States	US	Maine	US-ME	York	US-ME-031		30			Harvest Lane, York	L5551812	P	43.1378213	-70.6953478	2020-06-25	18:14:00	obsr228700	S70821356	Stationary	P21	EBIRD	1			1	0		0	1	0			Flyover w/ vocalization	
URN:CornellLabOfOrnithology:EBIRD:OBS938503746	2020-06-06 11:29:50	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				1					United States	US	Maine	US-ME	York	US-ME-031				43070C5NE	Parsons Beach	L301069	H	43.3449978	-70.5164810	2020-06-06	08:20:00	obsr215585	S70118129	Traveling	P22	EBIRD_ATL_ME	20	1.438		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS937301644	2021-03-24 13:16:40.414099	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				1					United States	US	Maine	US-ME	York	US-ME-031		30		43070D5SE	US-ME-Kennebunk-18 Park St	L1057139	P	43.3849471	-70.5356182	2020-06-03	08:03:00	obsr215585	S70031830	Stationary	P21	EBIRD_ATL_ME	35			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS948903732	2021-03-26 00:55:28.317548	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				2					United States	US	Maine	US-ME	York	US-ME-031		30			Kennebunk River--Downstream of Route 9	L976533	P	43.3534873	-70.4745913	2020-06-27	18:10:00	obsr211888	S70890546	Stationary	P21	EBIRD	13			2	1		0	1	0		Checking out the Merlin nesting location	doubled ca-ca	
URN:CornellLabOfOrnithology:EBIRD:OBS941523049	2020-06-12 10:05:58	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				4					United States	US	Maine	US-ME	York	US-ME-031	US-ME_3437	30			Wells Harbor	L192297	H	43.3202360	-70.5622100	2020-06-12	09:59:00	obsr109779	S70341544	Traveling	P22	EBIRD_ME	6	0.166		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS950062121	2020-06-30 10:23:18	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				1					United States	US	Maine	US-ME	York	US-ME-031	US-ME_3381	30		43070A6CW	Fort Foster Park, Kittery	L452647	H	43.0678845	-70.6924510	2020-06-26	17:30:00	obsr852935	S70983939	Traveling	P22	EBIRD_ATL_ME	90	2.414		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS938870070	2021-03-24 13:16:40.414099	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				3	P 	C3	P 		United States	US	Maine	US-ME	York	US-ME-031		30		43070D5SE	Kennebunk center	L2709829	P	43.3876704	-70.5384579	2020-06-05	17:40:00	obsr179951	S70144077	Stationary	P21	EBIRD_ATL_ME	80			2	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS948413056	2022-04-22 11:37:28.664959	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				2					United States	US	Maine	US-ME	York	US-ME-031	US-ME_3437	30			Laudholm Farm	L340595	H	43.3377737	-70.5497131	2020-06-26	07:10:00	obsr348587	S70853311	Traveling	P22	EBIRD	300	8.047		5	1	G5490877	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS945966703	2021-04-01 06:56:28.788663	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				1					United States	US	Maine	US-ME	York	US-ME-031	US-ME_3437	30	USFWS_101		Harbor Rd., Wells	L1437582	H	43.3206076	-70.5743180	2020-06-21	09:34:00	obsr109779	S70666029	Traveling	P22	EBIRD_ME	17	1.355		2	1	G5474794	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS943672761	2020-06-16 09:47:57	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				1	H 	C2	H 		United States	US	Maine	US-ME	York	US-ME-031		30		43070D4NW	Biddeford - downtown	L1863865	P	43.4920988	-70.4540315	2020-06-16	06:35:00	obsr317171	S70497029	Incidental	P20	EBIRD_ATL_ME				1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS945379001	2021-04-01 06:56:28.788663	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				2	P 	C3	P 		United States	US	Maine	US-ME	York	US-ME-031	US-ME_3437	30		43070C5CE	Wells Harbor	L192297	H	43.3202360	-70.5622100	2020-06-20	06:45:00	obsr103682	S70623388	Traveling	P22	EBIRD_ATL_ME	31	0.805		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS955493213	2020-07-12 21:16:38	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				2					United States	US	Maine	US-ME	York	US-ME-031					Kennebunk - Great Hill Rd	L11779656	P	43.3448785	-70.5041460	2020-06-26	17:00:00	obsr306204	S71411303	Incidental	P20	EBIRD				4	0	G5540221	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS945966717	2021-04-01 06:56:28.788663	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				1					United States	US	Maine	US-ME	York	US-ME-031	US-ME_3437	30	USFWS_101		Harbor Rd., Wells	L1437582	H	43.3206076	-70.5743180	2020-06-21	09:34:00	obsr182390	S70666030	Traveling	P22	EBIRD_ME	17	1.355		2	1	G5474794	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS983258508	2021-03-24 13:16:40.414099	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				1					United States	US	Maine	US-ME	York	US-ME-031	US-ME_3437	30			Laudholm Farm	L340595	H	43.3377737	-70.5497131	2020-06-16	05:00:00	obsr240522	S73770974	Traveling	P22	EBIRD_ME	404	8.047		2	1	G5720269	0	1	0			Calling.	
URN:CornellLabOfOrnithology:EBIRD:OBS937774227	2021-03-24 13:16:40.414099	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				1					United States	US	Maine	US-ME	York	US-ME-031		30		43070D5SE	US-ME-Kennebunk-18 Park St	L1057139	P	43.3849471	-70.5356182	2020-06-04	11:36:00	obsr215585	S70065728	Stationary	P21	EBIRD_ATL_ME	35			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS936776038	2021-03-24 13:16:40.414099	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				1					United States	US	Maine	US-ME	York	US-ME-031		30		43070D5SE	US-ME-Kennebunk-18 Park St	L1057139	P	43.3849471	-70.5356182	2020-06-01	06:34:00	obsr215585	S69993313	Stationary	P21	EBIRD_ATL_ME	65			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS948461772	2022-04-22 11:37:28.664959	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				2					United States	US	Maine	US-ME	York	US-ME-031	US-ME_3437	30			Laudholm Farm	L340595	H	43.3377737	-70.5497131	2020-06-26	07:10:00	obsr837914	S70857400	Traveling	P22	EBIRD	300	8.047		5	1	G5490877	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS947784085	2020-06-25 09:11:50	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				1					United States	US	Maine	US-ME	York	US-ME-031		30			Mousam River Wildlife Sanctuary (KLT) -- Kennebunk	L10180545	H	43.3810440	-70.5387640	2020-06-25	07:34:00	obsr193047	S70805151	Traveling	P22	EBIRD	93	2.062		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS943734478	2021-03-24 13:16:40.414099	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				1					United States	US	Maine	US-ME	York	US-ME-031	US-ME_3437	30			Laudholm Farm	L340595	H	43.3377737	-70.5497131	2020-06-16	05:00:00	obsr998375	S70501424	Traveling	P22	EBIRD_ME	404	8.047		2	1	G5720269	0	1	0			Calling.	
URN:CornellLabOfOrnithology:EBIRD:OBS937348340	2020-06-04 05:30:11	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				1					United States	US	Maine	US-ME	York	US-ME-031		30			500 Alfred Street, Biddeford, Maine, US (43.478, -70.495)	L9850333	P	43.4784556	-70.4952017	2020-06-04	05:29:00	obsr131538	S70035395	Incidental	P20	EBIRD				1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS945966731	2021-04-01 06:56:28.788663	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				1					United States	US	Maine	US-ME	York	US-ME-031	US-ME_3437	30	USFWS_101		Harbor Rd., Wells	L1437582	H	43.3206076	-70.5743180	2020-06-21	09:34:00	obsr1014754	S70666031	Traveling	P22	EBIRD_ME	17	1.355		2	1	G5474794	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS946308096	2020-08-18 14:00:43	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				1	H 	C2	H 		United States	US	Maine	US-ME	York	US-ME-031		14		43070E7NW	Waterboro Barrens Preserve (TNC)--Shapleigh	L3387631	H	43.6036927	-70.8213258	2020-06-20	14:15:00	obsr317171	S70691032	Traveling	P22	EBIRD_ATL_ME	40	1.609		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS948600137	2022-04-22 11:37:28.664959	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				2					United States	US	Maine	US-ME	York	US-ME-031	US-ME_3437	30			Laudholm Farm	L340595	H	43.3377737	-70.5497131	2020-06-26	07:10:00	obsr657356	S70868026	Traveling	P22	EBIRD	300	8.047		5	1	G5490877	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS946349794	2021-03-24 13:16:40.414099	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				14					United States	US	Maine	US-ME	York	US-ME-031		30		43070D5SE	US-ME-Kennebunk-18 Park St	L1057139	P	43.3849471	-70.5356182	2020-06-21	10:46:00	obsr215585	S70694077	Stationary	P21	EBIRD_ATL_ME	45			1	1		0	1	1			Flock gathering in the pines near the house, then flew toward the Mousam River. Calling noisily the entire time.	
URN:CornellLabOfOrnithology:EBIRD:OBS959186385	2021-04-01 06:56:28.788663	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				2					United States	US	Maine	US-ME	York	US-ME-031		30			Little Beach mudflats Biddeford US-ME (43.4479,-70.3511)	L9749218	P	43.4479090	-70.3510850	2020-07-22	08:48:00	obsr575436	S71717643	Traveling	P22	EBIRD	50	1.799		1	1		0	1	0		Wandering around the flats and the Pool.		
URN:CornellLabOfOrnithology:EBIRD:OBS959031494	2020-07-21 18:56:42	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				5	FL	C4	FL		United States	US	Maine	US-ME	York	US-ME-031		30		43070D5NE	The Shops at Biddeford Crossing, Biddeford US-ME 43.47352, -70.51182	L11939673	P	43.4735180	-70.5118170	2020-07-21	18:55:00	obsr1014754	S71705517	Incidental	P20	EBIRD_ATL_ME				2	0	G5561586	0	1	0			Family group gang calling and begging to parents	
URN:CornellLabOfOrnithology:EBIRD:OBS951743934	2021-03-26 00:55:28.317548	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				1					United States	US	Maine	US-ME	York	US-ME-031	US-ME_3437	30	USFWS_101		Oxcart Lane, Wells	L522089	H	43.3074423	-70.5685329	2020-07-04	07:44:00	obsr413272	S71114351	Traveling	P22	EBIRD	24	0.942		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS959031493	2020-07-21 18:56:42	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				5	FL	C4	FL		United States	US	Maine	US-ME	York	US-ME-031		30		43070D5NE	The Shops at Biddeford Crossing, Biddeford US-ME 43.47352, -70.51182	L11939673	P	43.4735180	-70.5118170	2020-07-21	18:55:00	obsr109779	S71705516	Incidental	P20	EBIRD_ATL_ME				2	0	G5561586	0	1	0			Family group gang calling and begging to parents	
URN:CornellLabOfOrnithology:EBIRD:OBS1007483774	2020-11-05 09:22:23	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				1					United States	US	Maine	US-ME	York	US-ME-031		30			home	L12362884	P	43.5114686	-70.5825579	2020-07-07	09:05:00	obsr1899045	S75855073	Incidental	P20	EBIRD				1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS951777613	2021-03-24 13:16:40.414099	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				1					United States	US	Maine	US-ME	York	US-ME-031	US-ME_3437	30	USFWS_101		Harbor Rd., Wells	L1437582	H	43.3206076	-70.5743180	2020-07-04	09:14:00	obsr109779	S71116732	Traveling	P22	EBIRD_ME	26	1.398		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS959031492	2020-07-21 18:56:42	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				5	FL	C4	FL		United States	US	Maine	US-ME	York	US-ME-031		30		43070D5NE	The Shops at Biddeford Crossing, Biddeford US-ME 43.47352, -70.51182	L11939673	P	43.4735180	-70.5118170	2020-07-21	18:55:00	obsr182390	S71705515	Incidental	P20	EBIRD_ATL_ME				2	0	G5561586	0	1	0			Family group gang calling and begging to parents	
URN:CornellLabOfOrnithology:EBIRD:OBS952214708	2021-03-19 06:51:44.673936	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				2					United States	US	Maine	US-ME	York	US-ME-031				43070C5NE	Parsons Beach	L301069	H	43.3449978	-70.5164810	2020-07-05	06:52:00	obsr103682	S71150129	Traveling	P22	EBIRD_ATL_ME	88	1.883		1	1		0	1	0		Low tide; no dogs allowed on beach currently so a nice teen roost forming at mouth of the Mousam River		
URN:CornellLabOfOrnithology:EBIRD:OBS958454703	2020-07-20 06:27:30	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				1					United States	US	Maine	US-ME	York	US-ME-031					Biddeford Pool--East Point Sanctuary	L167326	H	43.4470928	-70.3369403	2020-07-19	13:35:00	obsr219317	S71660022	Traveling	P22	EBIRD	120	1.609		2	1	G5558135	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS960733446	2021-04-01 06:56:28.788663	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				2					United States	US	Maine	US-ME	York	US-ME-031		30			Randall and Clover	L9407382	P	43.5008894	-70.3875174	2020-07-19	14:10:00	obsr179951	S71837545	Stationary	P21	EBIRD	20			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS956848020	2021-04-01 06:56:28.788663	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				3					United States	US	Maine	US-ME	York	US-ME-031		30			Old Orchard Beach	L3735885	H	43.5204786	-70.3688049	2020-07-12	08:45:00	obsr412035	S71532712	Traveling	P22	EBIRD	218	7.564		2	1	G5547612	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS954059414	2020-07-09 16:41:43	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				1	H 	C2	H 		United States	US	Maine	US-ME	York	US-ME-031		30		43070D4NW	Biddeford - Barra Road	L11228904	P	43.4831717	-70.4935289	2020-07-09	08:45:00	obsr317171	S71294987	Incidental	P20	EBIRD_ATL_ME				1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS952517814	2021-04-09 11:40:17.837014	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				2					United States	US	Maine	US-ME	York	US-ME-031				43070D4SE	Goose Rocks Beach	L165151	H	43.3999400	-70.4090500	2020-07-05	17:15:00	obsr998375	S71173977	Traveling	P22	EBIRD_ATL_ME	77	1.751		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS961910732	2020-09-04 06:44:16	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				5	FY	C4	FY		United States	US	Maine	US-ME	York	US-ME-031		30		43070D5SE	Rotary Park, Kennebunk	L8997223	H	43.3850750	-70.5418054	2020-07-29	06:44:00	obsr103682	S71930460	Stationary	P21	EBIRD_ATL_ME	21			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS955511024	2021-03-24 13:16:40.414099	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				1					United States	US	Maine	US-ME	York	US-ME-031	US-ME_3437	30			Laudholm Farm	L340595	H	43.3377737	-70.5497131	2020-07-12	18:15:00	obsr238412	S71412700	Traveling	P22	EBIRD	105	3.219		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS950842292	2020-07-03 10:53:39	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				1					United States	US	Maine	US-ME	York	US-ME-031	US-ME_3437	30		43070C5CE	Wells Harbor	L192297	H	43.3202360	-70.5622100	2020-07-02	06:55:00	obsr27775	S71043624	Stationary	P21	EBIRD_ATL_ME	40			2	1	G5508379	0	1	0		Fishing from boat in inner harbor		
URN:CornellLabOfOrnithology:EBIRD:OBS958111110	2020-07-19 11:07:57	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				1					United States	US	Maine	US-ME	York	US-ME-031		30			4 Newmarch St, Kittery US-ME 43.08588, -70.75052	L10875035	P	43.0858760	-70.7505180	2020-07-19	11:05:00	obsr1509208	S71632134	Incidental	P20	EBIRD				1	0		0	1	0			Heard	
URN:CornellLabOfOrnithology:EBIRD:OBS960140422	2021-04-01 06:56:28.788663	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				1					United States	US	Maine	US-ME	York	US-ME-031				43070D3CW	Hills Beach and Basket Island Causeway	L489398	H	43.4527802	-70.3656473	2020-07-24	07:14:00	obsr657356	S71792747	Traveling	P22	EBIRD_ATL_ME	305	7.242		3	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS958451547	2020-07-20 06:27:30	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				1					United States	US	Maine	US-ME	York	US-ME-031					Biddeford Pool--East Point Sanctuary	L167326	H	43.4470928	-70.3369403	2020-07-19	13:35:00	obsr649358	S71659814	Traveling	P22	EBIRD	120	1.609		2	1	G5558135	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS959305479	2020-07-22 15:13:49	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				1					United States	US	Maine	US-ME	York	US-ME-031		14			Horne Pond	L9857687	H	43.7686496	-70.6856706	2020-07-19	14:00:00	obsr266687	S71726670	Incidental	P20	EBIRD				2	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS960034652	2021-04-01 06:56:28.788663	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				3					United States	US	Maine	US-ME	York	US-ME-031					Hills Beach and Basket Island Causeway	L489398	H	43.4527802	-70.3656473	2020-07-24	07:10:00	obsr348587	S71784295	Traveling	P22	EBIRD	280	7.242		3	1	G5568710	0	1	0		and across the street		
URN:CornellLabOfOrnithology:EBIRD:OBS960439408	2020-07-25 16:56:32	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				1					United States	US	Maine	US-ME	York	US-ME-031		30			2 Touchstone Dr, Kennebunkport US-ME 43.35462, -70.46935	L11960017	P	43.3546210	-70.4693510	2020-07-25	16:55:00	obsr547140	S71815146	Incidental	P20	EBIRD				2	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS950842306	2020-07-02 07:41:14	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				1					United States	US	Maine	US-ME	York	US-ME-031	US-ME_3437	30			Wells Harbor	L192297	H	43.3202360	-70.5622100	2020-07-02	06:55:00	obsr1158933	S71043625	Stationary	P21	EBIRD_VINS	40			2	1	G5508379	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS953228545	2021-04-09 11:40:26.194937	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				1					United States	US	Maine	US-ME	York	US-ME-031	US-ME_3437	30		43070C5NE	Laudholm Farm	L340595	H	43.3377737	-70.5497131	2020-07-07	05:00:00	obsr998375	S71229292	Traveling	P22	EBIRD_ATL_ME	401	4.828		2	1		0	1	0			Calling.	
URN:CornellLabOfOrnithology:EBIRD:OBS955509433	2021-04-01 06:56:28.788663	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				3					United States	US	Maine	US-ME	York	US-ME-031		30			Old Orchard Beach	L3735885	H	43.5204786	-70.3688049	2020-07-12	08:45:00	obsr226994	S71412557	Traveling	P22	EBIRD	218	7.564		2	1	G5547612	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS960201206	2021-04-01 06:56:28.788663	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				3					United States	US	Maine	US-ME	York	US-ME-031					Hills Beach and Basket Island Causeway	L489398	H	43.4527802	-70.3656473	2020-07-24	07:10:00	obsr837914	S71797337	Traveling	P22	EBIRD	280	7.242		3	1	G5568710	0	1	0		and across the street		
URN:CornellLabOfOrnithology:EBIRD:OBS950836426	2020-07-02 07:17:59	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				1					United States	US	Maine	US-ME	York	US-ME-031					Lobster Cove / Prebbles Point area	L11014080	H	43.1529884	-70.6196932	2020-07-02	07:13:00	obsr983309	S71043207	Stationary	P21	EBIRD	3			1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS965148180	2020-08-07 09:47:46	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				1					United States	US	Maine	US-ME	York	US-ME-031		30			Harbor Park, Wells	L3627718	P	43.3188370	-70.5675800	2020-08-07	09:41:00	obsr165516	S72182160	Stationary	P21	EBIRD_ME	5			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS964667323	2020-08-07 14:57:10	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				2					United States	US	Maine	US-ME	York	US-ME-031		30			Biddeford gas station at Rt 111 x Biddeford Connector	L12020647	P	43.4778200	-70.4939750	2020-08-05	12:03:00	obsr53921	S72144786	Incidental	P20	EBIRD				1	0		0	1	0			Two birds together giving nasal anh anh calls. The American Crow flew close by the two Fish Crows and was clearly larger with more rounded wingtip. The Fish Crows landed on top of a light post that had an adult Herring Gull on it too.	
URN:CornellLabOfOrnithology:EBIRD:OBS970738444	2021-04-01 06:56:28.788663	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				1					United States	US	Maine	US-ME	York	US-ME-031		30			Old Orchard Beach	L3735885	H	43.5204786	-70.3688049	2020-08-22	06:57:00	obsr217927	S72674846	Traveling	P22	EBIRD	5	0.402		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS970582475	2022-02-13 10:48:15.286578	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				4	H 	C2	H 		United States	US	Maine	US-ME	York	US-ME-031					Stage Harbor, Kennebunkport US-ME (43.3699,-70.4238)	L12120807	P	43.3674887	-70.4224732	2020-08-20	08:15:00	obsr1771845	S72659513	Incidental	P20	EBIRD				1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS967784820	2020-08-14 10:37:36	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				2					United States	US	Maine	US-ME	York	US-ME-031		30			Aug 14, 2020 10:3743.112, -70.734	L12064823	P	43.1115896	-70.7336257	2020-08-14	10:36:00	obsr312195	S72397347	Incidental	P20	EBIRD				1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS963051588	2020-08-01 16:30:34	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				1					United States	US	Maine	US-ME	York	US-ME-031		30			York Harbor	L2527080	H	43.1344861	-70.6474113	2020-08-01	09:59:00	obsr1385128	S72005836	Incidental	P20	EBIRD				1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS965576414	2021-03-26 00:55:28.317548	21068	species	avibase-43E56D2C	Fish Crow	Corvus ossifragus				1					United States	US	Maine	US-ME	York	US-ME-031					Biddeford Pool--East Point Sanctuary	L167326	H	43.4470928	-70.3369403	2020-08-08	11:20:00	obsr575436	S72216207	Traveling	P22	EBIRD	59	1.844		1	1		0	1	0				
